SequentialFactorizedGD_r1_r01,0.001,0.001,NAN,0.5998059205520018,14090.6769445951,NAN,NAN
SequentialFactorizedGD_r1_r02,0.001,0.001,NAN,0.8772144019474267,4887.614201081984,NAN,NAN
SequentialFactorizedGD_r1_r03,0.001,0.001,NAN,0.9578173082806344,1827.4843867807979,NAN,NAN
SequentialFactorizedGD_r1_r04,0.001,0.001,NAN,0.9849033698325197,604.3826770783195,NAN,NAN
SequentialFactorizedGD_r1_r05,0.001,0.001,NAN,0.9946392092385301,227.30396807755906,NAN,NAN
SequentialFactorizedGD_r1_r06,0.001,0.001,NAN,0.9980556059819555,81.3782171804716,NAN,NAN
SequentialFactorizedGD_r1_r07,0.001,0.001,NAN,0.9993019411429768,26.25119724996161,NAN,NAN
SequentialFactorizedGD_r1_r08,0.001,0.001,NAN,0.9997590292321827,9.689986386808584,NAN,NAN
SequentialFactorizedGD_r1_r09,0.001,0.001,NAN,0.9999674055895825,8.924334272504723,NAN,NAN
SequentialFactorizedGD_r1_r10,0.001,0.001,NAN,0.9999390377000245,4.361093427254654,NAN,NAN
SequentialFactorizedOrthGD_r1_r01,0.001,0.001,NAN,0.5998059205520018,14090.6769445951,NAN,NAN
SequentialFactorizedOrthGD_r1_r02,0.001,0.001,NAN,0.8773708838127694,4894.455818068423,NAN,NAN
SequentialFactorizedOrthGD_r1_r03,0.001,0.001,NAN,0.9578272482370691,1834.926990074952,NAN,NAN
SequentialFactorizedOrthGD_r1_r04,0.001,0.001,NAN,0.9850169614675205,617.0065350784737,NAN,NAN
SequentialFactorizedOrthGD_r1_r05,0.001,0.001,NAN,0.994643112938233,240.1214255671546,NAN,NAN
SequentialFactorizedOrthGD_r1_r06,0.001,0.001,NAN,0.9980871557759132,95.75470129005325,NAN,NAN
SequentialFactorizedOrthGD_r1_r07,0.001,0.001,NAN,0.9993117210558621,41.11785544277109,NAN,NAN
SequentialFactorizedOrthGD_r1_r08,0.001,0.001,NAN,0.9997660252792521,24.53746184535653,NAN,NAN
SequentialFactorizedOrthGD_r1_r09,0.001,0.001,NAN,0.9999922050498183,23.77145831774246,NAN,NAN
SequentialFactorizedOrthGD_r1_r10,0.001,0.001,NAN,0.9999625796728331,20.776181496103494,NAN,NAN
